pprojid	profileid	filename	date_time	latitude	longitude	psampleid	depth	watervolume	class01	class02	class03	class04	class05	class06	class07	class08	class09	class10	class11	class12	class13	class14	class15	class16	class18	class19	class20	class21	class22	class23	class24	class25	class26	class27	class28	class29	class30	class31	class32	class33	class34	class35	class36	class37	class38	class39	class40	class41	class42	class43	class44	class45	biovol01	biovol02	biovol03	biovol04	biovol05	biovol06	biovol07	biovol08	biovol09	biovol10	biovol11	biovol12	biovol13	biovol14	biovol15	biovol16	biovol17	biovol18	biovol19	biovol20	biovol21	biovol22	biovol23	biovol24	biovol25	biovol26	biovol27	biovol28	biovol29	biovol30	biovol31	biovol32	biovol33	biovol34	biovol35	biovol36	biovol37	biovol38	biovol39	biovol40	biovol41	biovol42	biovol43	biovol44	biovol45
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	167.5	19.8																	0	0	7433	577	475	369	160	73	42	24	16	0	2	0	2	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	177.5	19.8																	0	0	7083	500	426	259	96	48	30	13	5	3	1	1	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	187.5	22.8																	0	0	8559	561	404	219	87	48	38	13	4	6	2	1	2	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	197.5	24.0																	0	0	9303	560	347	196	59	43	26	10	4	4	2	1	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	207.5	22.8																	0	0	9195	575	313	207	64	28	17	9	2	1	3	2	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	217.5	22.8																	0	0	9003	566	345	167	43	28	14	1	5	2	2	0	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	227.5	21.6																	0	0	8072	500	298	150	50	15	10	8	2	1	1	1	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	237.5	19.8																	0	0	7033	398	278	123	32	27	12	5	1	1	0	0	1	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	247.5	19.8																	0	0	6811	391	244	142	40	20	11	7	2	1	0	1	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	257.5	18.6																	0	0	6576	341	203	130	33	19	8	5	5	1	0	0	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	267.5	18.6																	0	0	6477	334	230	123	33	13	5	4	0	1	0	0	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	277.5	19.2																	0	0	6764	300	205	120	35	19	3	3	3	2	2	0	1	0	1																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	287.5	18.6																	0	0	6225	304	164	115	27	13	7	1	3	2	0	0	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	297.5	18.6																	0	0	6457	264	202	100	31	14	9	3	3	4	0	0	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	307.5	19.8																	0	0	6731	262	170	88	29	12	7	5	1	1	1	0	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	317.5	20.4																	0	0	6839	276	157	117	27	16	7	6	2	1	2	0	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	327.5	21.0																	0	0	6566	255	172	110	34	11	6	3	2	0	0	0	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	337.5	20.4																	0	0	6656	236	149	97	21	8	3	4	1	0	0	0	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	347.5	21.6																	0	0	6813	257	163	94	30	7	6	1	0	1	1	1	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	357.5	24.0																	0	0	7750	268	170	94	22	12	4	2	1	1	0	0	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	367.5	23.4																	0	0	7426	279	181	87	28	14	8	2	1	0	1	0	0	1	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	377.5	22.8																	0	0	7380	303	157	92	20	7	6	5	1	4	0	0	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	387.5	21.6																	0	0	6989	263	137	75	29	7	7	4	1	0	0	0	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	397.5	22.2																	0	0	7154	303	148	97	33	9	4	4	2	1	0	0	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	407.5	25.8																	0	0	8150	318	195	121	42	16	10	3	3	1	2	0	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	417.5	24.0																	0	0	7832	307	157	118	34	14	8	6	0	1	0	0	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	427.5	23.4																	0	0	7276	285	170	102	28	17	12	3	0	0	1	0	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	437.5	23.4																	0	0	7442	267	196	98	22	10	9	6	1	0	0	1	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	447.5	23.4																	0	0	7669	276	158	86	30	18	8	7	2	0	0	0	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	457.5	23.4																	0	0	7458	260	175	85	28	10	6	3	1	1	1	0	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	467.5	23.4																	0	0	7572	287	188	109	31	15	4	2	3	0	0	0	0	1	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	477.5	24.0																	0	0	7474	234	216	122	32	14	9	4	1	1	1	0	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	487.5	24.0																	0	0	7559	283	208	137	21	11	6	4	2	1	1	1	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	497.5	23.4																	0	0	7290	286	182	116	33	18	10	1	1	3	0	0	1	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	512.5	28.2																	0	0	8804	305	195	98	49	12	5	4	3	1	0	0	0	1	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	532.5	25.8																	0	0	7936	272	149	93	23	4	4	5	0	1	0	1	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	552.5	25.8																	0	0	7811	264	172	107	22	13	8	3	1	0	0	1	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	572.5	27.0																	0	0	8076	252	184	100	42	13	1	3	0	2	0	0	0	0	0																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	592.5	28.8																	0	0	8945	239	180	107	26	9	6	3	1	1	0	0	0	0	1																																																								
356	ensuse001b-040-01-ASC	ensuse001b-040-01-ASC_000101LP_DEPTH_LPM.txt	2021-10-02 22:24:12	-37.006	8.473	32043	612.5	38.4																	0	0	12006	347	244	137	52	18	9	5	0	2	0	1	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	2.5	0.0																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	7.5	25.2																	0	0	7013	562	453	320	105	52	31	10	2	1	1	0	1	2	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	12.5	22.8																	0	0	6889	555	562	472	162	76	59	30	10	1	1	2	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	17.5	22.8																	0	0	7487	689	560	431	204	114	68	35	16	5	2	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	22.5	24.0																	0	0	7987	684	586	442	189	86	64	26	9	4	3	1	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	27.5	22.2																	0	0	7400	692	558	432	178	85	58	38	12	8	1	1	0	0	1																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	32.5	22.8																	0	0	7863	684	584	400	162	93	53	34	11	8	2	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	37.5	21.6																	0	0	7448	665	565	434	153	86	49	22	9	3	1	1	0	1	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	42.5	22.2																	0	0	7476	616	547	458	189	83	70	29	13	1	2	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	47.5	22.8																	0	0	7767	690	566	444	156	68	77	31	10	4	2	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	52.5	22.2																	0	0	7714	640	570	398	147	68	65	44	16	2	2	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	57.5	21.6																	0	0	7346	647	531	433	165	69	67	34	7	5	1	1	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	62.5	21.6																	0	0	7204	606	505	408	150	48	57	24	9	2	0	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	67.5	21.6																	0	0	7101	594	508	389	138	61	47	28	12	5	0	1	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	72.5	21.0																	0	0	6835	606	459	361	125	59	44	12	16	3	1	1	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	77.5	21.6																	0	0	7006	599	442	289	103	63	36	16	10	3	0	1	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	82.5	21.0																	0	0	6496	552	432	280	98	61	28	9	9	2	0	1	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	87.5	42.6																	0	0	13713	1082	828	581	219	111	64	26	15	6	5	1	0	0	1																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	92.5	21.6																	0	0	7042	561	425	308	106	45	33	23	12	2	1	1	1	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	97.5	10.8																	0	0	3401	296	199	151	66	23	21	11	5	2	1	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	107.5	19.2																	0	0	6763	480	430	299	117	40	35	17	8	3	1	3	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	117.5	19.8																	0	0	7175	495	375	247	80	39	21	17	4	2	1	1	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	127.5	20.4																	0	0	7740	528	373	228	104	33	16	8	5	1	1	3	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	137.5	20.4																	0	0	9134	655	383	228	66	48	24	12	6	1	1	2	0	1	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	147.5	22.8																	0	0	11046	918	593	338	107	46	30	11	20	7	3	2	2	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	157.5	22.8																	0	0	10257	750	515	276	94	38	21	18	7	1	3	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	167.5	25.2																	0	0	10707	776	534	291	72	36	18	12	8	3	2	0	1	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	177.5	24.0																	0	0	9656	653	424	248	81	30	18	7	7	3	1	1	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	187.5	22.8																	0	0	8633	587	371	253	76	32	17	15	3	3	0	0	1	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	197.5	20.4																	0	0	7739	482	303	194	48	29	12	3	4	0	1	2	1	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	207.5	20.4																	0	0	7595	484	293	169	53	22	13	10	7	3	5	1	1	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	217.5	19.2																	0	0	7132	397	264	155	36	22	7	6	5	5	1	0	0	1	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	227.5	19.2																	0	0	6925	365	244	147	35	19	16	7	5	4	4	1	1	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	237.5	18.6																	0	0	6977	393	271	158	57	26	16	8	4	8	2	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	247.5	18.6																	0	0	6714	355	263	141	52	19	14	3	5	1	0	0	1	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	257.5	18.0																	0	0	6750	393	245	135	34	26	9	5	1	5	1	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	267.5	19.2																	0	0	6851	397	251	155	56	23	8	1	4	0	1	1	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	277.5	19.2																	0	0	6980	369	237	140	39	18	9	6	2	1	1	2	1	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	287.5	20.4																	0	0	6740	301	193	142	41	9	9	6	0	2	0	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	297.5	20.4																	0	0	6676	341	192	109	29	14	9	7	5	1	1	0	0	1	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	307.5	21.6																	0	0	7234	356	208	110	29	22	6	6	1	1	0	0	0	0	1																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	317.5	24.0																	0	0	8021	301	205	120	30	17	12	6	1	1	0	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	327.5	23.4																	0	0	7525	286	191	113	27	15	9	3	2	1	0	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	337.5	22.2																	0	0	7324	275	168	106	31	12	6	0	2	1	2	0	1	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	347.5	22.8																	0	0	7631	278	204	107	25	7	7	2	1	3	1	1	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	357.5	21.6																	0	0	7132	254	164	97	32	14	9	2	1	1	0	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	367.5	21.6																	0	0	7050	272	162	76	32	7	7	3	0	1	1	1	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	377.5	21.6																	0	0	7047	253	148	113	23	20	10	2	3	0	1	0	1	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	387.5	21.6																	0	0	6975	252	167	97	31	15	6	5	3	0	1	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	397.5	21.0																	0	0	6941	251	174	80	35	20	6	1	2	0	1	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	407.5	21.0																	0	0	6699	235	168	97	28	18	8	4	3	1	1	1	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	417.5	21.6																	0	0	6827	257	176	117	41	21	13	5	0	1	0	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	427.5	21.6																	0	0	6975	306	171	93	33	16	6	4	3	2	0	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	437.5	20.4																	0	0	6510	261	154	100	40	19	10	3	3	1	1	1	1	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	447.5	24.6																	0	0	7981	284	198	116	38	20	9	5	4	2	0	1	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	457.5	24.0																	0	0	7440	277	226	118	40	12	12	2	0	3	2	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	467.5	24.0																	0	0	7749	275	175	106	34	20	11	2	3	2	0	0	0	2	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	477.5	23.4																	0	0	7302	275	186	101	37	16	8	3	3	3	0	1	0	1	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	487.5	22.2																	0	0	7094	230	184	101	33	10	8	2	1	0	1	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	497.5	22.8																	0	0	7059	244	164	91	28	17	13	3	2	0	0	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	512.5	25.8																	0	0	7301	253	148	109	28	13	14	3	4	1	1	1	1	1	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	532.5	25.8																	0	0	7799	263	168	109	24	15	5	5	3	0	0	2	1	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	552.5	25.2																	0	0	7871	210	172	100	17	10	5	3	2	1	0	0	0	1	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	572.5	27.0																	0	0	8071	233	169	107	26	9	4	1	0	0	0	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	592.5	27.0																	0	0	8153	249	134	107	45	15	5	3	4	1	1	1	0	1	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	612.5	27.0																	0	0	7798	218	189	109	35	8	3	2	2	1	0	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	632.5	25.8																	0	0	7552	210	170	82	21	6	8	4	1	0	0	0	0	0	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	652.5	25.2																	0	0	7493	229	170	101	24	14	8	2	0	0	0	0	1	1	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	672.5	25.2																	0	0	7636	211	152	101	25	14	4	3	1	0	0	0	0	1	0																																																								
356	ensuse001b-040-02-ASC	ensuse001b-040-02-ASC_000101LP_DEPTH_LPM.txt	2021-10-05 21:24:34	-37.065	8.412	32097	692.5	28.8																	0	0	8482	276	191	115	37	15	7	3	2	3	0	0	0	0	0																																																								
