RAWfilename	Latitude	Longitude	Date_Time	Pressure [dbar]	Vol [L] (sampled for this depth bin)	MiP_abun	MaP_abun	Mip_POC_cont_mgC_m3	Map_POC_cont_mgC_m3	Flux_mgC_m2	Respi_nmolO2_l_h	Temperature [degrees Celsius]	Practical salinity [psu]	Doxy [micromol/kg]	Chlorophyll-a [mg/m3]	bbp700 [m-1]
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	327.7	12.0	20.75	0.0	0.33167	0.0	1.5679	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	324.2	12.0	19.583	0.0	0.31302	0.0	1.3566	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	324.2	12.0	16.0	0.0	0.25574	0.0	0.95628	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	323.8	12.0	19.75	0.5	0.31568	0.007992	1.5234	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	326.2	12.0	20.5	0.41667	0.32767	0.00666	1.4789	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	323.4	12.0	20.167	0.083333	0.32234	0.001332	1.4122	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	333.3	12.0	20.167	0.083333	0.32234	0.001332	1.4344	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	326.6	12.0	17.583	0.0	0.28105	0.0	1.0564	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	324.1	12.0	23.75	0.0	0.37961	0.0	1.7569	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	328.4	12.0	21.167	0.0	0.33832	0.0	1.4566	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	327.3	12.0	16.083	0.0	0.25707	0.0	1.023	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	327.5	12.0	17.583	0.0	0.28105	0.0	1.3788	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	324.1	12.0	19.167	0.0	0.30636	0.0	1.3788	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	326.9	12.0	18.833	0.0	0.30103	0.0	1.1787	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	326.2	12.0	22.5	0.0	0.35963	0.0	1.6568	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	324.7	12.0	21.417	0.25	0.34232	0.003996	1.8236	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	326.6	12.0	18.667	0.0	0.29836	0.0	1.1787	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	323.5	12.0	20.417	0.0	0.32634	0.0	1.4678	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	324.7	12.0	17.917	0.41667	0.28638	0.00666	1.3566	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	323.2	12.0	21.416	0.16667	0.34232	0.002664	1.4678	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	328.0	12.0	19.75	0.0	0.31568	0.0	1.2232	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	328.5	12.0	19.5	0.0	0.31169	0.0	1.2899	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	331.4	12.0	20.333	0.0	0.32501	0.0	1.49	0.0					
ensuse001b-038-02-PAR_000101LP_TIME_LPM.txt	-35.633	8.311	2021-09-22T06:24:57	326.2	12.0	23.333	0.0	0.37295	0.0	1.6012	0.0					
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	2.5	37.8	111.19	0.34392	1.7773	0.0054971	9.8134	7.0507	15.17605	35.497	249.65419	0.3577	0.000670904
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	7.5	22.8	108.6	0.39474	1.7358	0.0063095	9.5744	7.0614	15.183506	35.496933	249.63005	0.3577	0.0006950892
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	17.5	21.6	106.44	0.32408	1.7013	0.00518	9.4763	6.8392	15.182614	35.49621	249.72063	0.3577	0.0007125064
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	22.5	16.2	105.19	0.61728	1.6813	0.0098666	9.6286	7.2276	15.185573	35.496826	249.79842	0.3577	0.00069904036
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	27.5	16.8	107.56	0.59524	1.7192	0.0095142	9.4675	7.0739	15.188806	35.496758	249.83394	0.3577	0.0007252116
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	32.5	17.4	117.99	0.28735	1.8859	0.004593	10.606	7.6634	15.1888895	35.49683	249.92546	0.3577	0.0007099822
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	37.5	20.4	108.97	0.53922	1.7418	0.0086188	9.8048	7.394	15.190257	35.496803	249.94771	0.3577	0.0007641536
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	42.5	20.4	113.68	0.34314	1.817	0.0054847	10.047	7.5995	15.192029	35.497	249.90405	0.3577	0.00072917476
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	47.5	25.8	111.9	0.65892	1.7886	0.010532	9.9972	7.6027	15.19091	35.497	249.9981	0.3577	0.0010416678
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	52.5	25.8	118.06	0.62016	1.8871	0.0099126	10.463	7.8998	15.191077	35.496773	249.98773	0.3577	0.00071927597
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	57.5	25.8	118.8	0.65892	1.8989	0.010532	10.804	8.4518	15.192513	35.497	249.86787	0.3577	0.0007585121
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	62.5	27.0	112.63	0.74074	1.8003	0.01184	10.215	7.8505	15.19595	35.497	249.77783	0.3577	0.00073604385
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	67.5	23.4	114.57	0.34188	1.8313	0.0054647	10.201	7.5867	15.196185	35.497	249.55869	0.3577	0.00086435623
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	72.5	25.2	110.04	0.47619	1.7589	0.0076114	9.9016	7.5352	15.198544	35.496	249.39221	0.3577	0.0007106644
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	77.5	23.4	113.89	0.29915	1.8204	0.0047816	10.184	7.3524	15.198098	35.496	248.89265	0.3577	0.0007315533
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	82.5	21.6	113.7	0.78704	1.8174	0.01258	10.137	8.0479	15.198797	35.496	247.89476	0.3587248	0.0008100503
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	87.5	18.6	103.5	0.32258	1.6543	0.0051561	9.0822	6.5992	15.157439	35.490128	246.90672	0.22815521	0.0007369986
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	92.5	21.6	76.158	0.046296	1.2173	0.00073999	5.9922	3.9991	15.103235	35.479748	246.6467	0.12097141	0.00053163234
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	97.5	48.0	88.312	0.22917	1.4116	0.003663	6.9386	4.5786	14.9881	35.45675	247.383	0.114639804	0.00059360435
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	107.5	25.8	137.05	0.27132	2.1907	0.0043367	10.939	7.8623	14.907817	35.44252	247.49936	0.12775	0.0007070599
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	117.5	24.6	142.72	0.7317	2.2813	0.011695	11.586	8.8452	14.880036	35.43628	246.93896	0.11406245	0.0006828699
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	127.5	22.8	138.55	0.35088	2.2146	0.0056084	10.967	7.3647	14.854511	35.43143	246.08223	0.12207226	0.0007755463
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	137.5	23.4	145.94	0.29915	2.3327	0.0047816	12.026	8.029	14.84559	35.428	243.5624	0.11932344	0.001306003
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	147.5	22.8	139.74	0.35088	2.2335	0.0056084	11.078	7.4348	14.528065	35.36476	236.81789	0.09381842	0.0007955531
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	157.5	21.0	96.81	0.33334	1.5474	0.0053281	7.5485	5.1927	14.195335	35.290936	223.45049	0.060238518	0.00073477987
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	167.5	22.2	79.009	0.40541	1.2629	0.00648	6.2028	4.3062	13.4324045	35.176395	194.94235	0.024029173	0.00058493915
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	177.5	21.6	47.268	0.18519	0.75553	0.00296	3.5396	2.1733	11.86581	34.975845	183.18594	0.0031903703	0.00036531605
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	187.5	21.0	34.858	0.38096	0.55716	0.0060892	2.8148	1.7707	11.411386	34.919586	182.4623	0.0060306005	0.00039877783
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	197.5	21.0	34.0	0.14286	0.54346	0.0022834	2.3891	1.3133	10.710652	34.842587	185.88469	0.0	0.0003874868
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	207.5	23.4	28.333	0.042735	0.45287	0.00068307	2.0471	1.0544	10.160772	34.787674	190.15091	0.0045624827	0.0004133052
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	217.5	24.0	27.0	0.083334	0.43156	0.001332	1.8403	0.96885	9.913654	34.761486	193.40677	0.002426973	0.00041766735
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	227.5	22.2	27.792	0.0	0.44423	0.0	2.0556	0.93053	9.526463	34.71791	196.31612	-0.00036500627	0.0003933004
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	237.5	20.4	24.019	0.04902	0.38392	0.00078353	1.8249	0.80277	9.174766	34.680172	196.28847	0.00048667163	0.00041250413
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	247.5	19.8	23.081	0.0	0.36892	0.0	1.7117	0.72138	8.934908	34.65517	195.53175	0.0027450372	0.00036723036
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	257.5	19.8	23.788	0.10101	0.38023	0.0016145	1.5904	0.74465	8.775269	34.637386	196.30061	-0.0018913542	0.00038180721
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	267.5	19.2	23.489	0.052083	0.37545	0.00083249	1.6332	0.69467	8.615322	34.621	195.44333	0.0029199999	0.00039953506
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	277.5	19.2	24.583	0.0	0.39294	0.0	1.7652	0.69672	8.503212	34.610477	193.45699	0.0015329377	0.00039972184
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	287.5	19.2	23.958	0.0	0.38294	0.0	1.5845	0.68244	8.377942	34.60726	194.41246	0.00365	0.00034427928
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	297.5	19.8	24.798	0.050505	0.39637	0.00080727	1.7454	0.73401	8.209778	34.595432	197.09624	0.0030416357	0.00034461517
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	307.5	20.4	22.353	0.0	0.35729	0.0	1.4521	0.59297	7.871866	34.551964	200.94008	0.002905101	0.000326338
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	317.5	20.4	21.617	0.0	0.34553	0.0	1.3998	0.57356	7.6075187	34.51519	203.19177	0.0	0.0003741438
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	327.5	20.4	22.206	0.0	0.35494	0.0	1.3605	0.58879	7.4116063	34.493393	202.73483	0.0	0.00036492661
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	337.5	20.4	22.795	0.0	0.36435	0.0	1.524	0.63416	7.257146	34.483776	202.1814	0.0009855045	0.0003439438
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	347.5	20.4	23.726	0.04902	0.37923	0.00078353	1.6091	0.60167	7.066588	34.467194	204.80585	0.00365	0.00036134585
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	357.5	21.0	24.143	0.0	0.3859	0.0	1.6965	0.58828	6.9338756	34.4557	205.42094	0.00365	0.0003500615
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	367.5	21.0	23.571	0.047619	0.37676	0.00076114	1.6902	0.65623	6.81435	34.446255	205.55602	0.002307468	0.0003202845
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	377.5	24.0	25.0	0.041667	0.3996	0.000666	1.7624	0.65272	6.7052865	34.437347	207.35634	0.0	0.00032559497
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	387.5	23.4	26.666	0.08547	0.42623	0.0013661	1.7905	0.74074	6.5602846	34.421852	209.5585	-0.0026313986	0.00032775413
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	397.5	22.8	24.693	0.087719	0.39469	0.0014021	1.7206	0.66574	6.3878646	34.40436	212.16396	-0.00365	0.00030373308
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	407.5	22.2	27.208	0.09009	0.43488	0.00144	1.8332	0.71271	6.235665	34.38976	212.78653	-0.00365	0.0003236613
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	417.5	21.6	25.834	0.0	0.41292	0.0	1.8903	0.67917	6.137702	34.384354	212.9319	-0.0033781875	0.0003340802
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	427.5	21.0	27.476	0.0	0.43918	0.0	2.0396	0.7141	6.001533	34.373558	214.54474	-0.000499469	0.00031481468
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	437.5	21.0	24.095	0.0	0.38513	0.0	1.7283	0.58599	5.8156433	34.35354	217.10106	-0.004334372	0.00033542345
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	447.5	21.0	26.619	0.047619	0.42547	0.00076114	2.1159	0.68163	5.6961412	34.34152	217.74771	-0.0056612184	0.00033525116
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	457.5	20.4	25.147	0.04902	0.40195	0.00078353	1.7857	0.61892	5.609149	34.33516	218.25323	0.0	0.00033512127
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	467.5	20.4	25.098	0.0	0.40116	0.0	1.995	0.6114	5.493424	34.32814	219.01134	0.0010323194	0.0003281036
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	477.5	20.4	26.127	0.0	0.41761	0.0	2.0342	0.66489	5.4002666	34.321747	219.66776	0.00365	0.00031061887
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	487.5	19.8	25.151	0.0	0.40202	0.0	1.7387	0.575	5.308656	34.316856	219.72374	0.00365	0.00032178115
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	497.5	24.0	24.167	0.041667	0.38628	0.000666	1.907	0.62915	5.2119684	34.313442	219.14357	0.00048373666	0.00033610215
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	512.5	28.8	21.424	0.10417	0.34243	0.001665	1.617	0.62669	5.1281137	34.315727	217.95094	0.0008012129	0.00032755802
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	532.5	28.2	20.496	0.035461	0.32761	0.00056681	1.6419	0.52603	5.028667	34.313763	217.50696	-0.00365	0.00035114755
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	552.5	27.6	21.667	0.0	0.34632	0.0	1.6437	0.49697	4.8304925	34.302044	217.01675	-0.00012881834	0.00033257547
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	572.5	26.4	23.371	0.0	0.37357	0.0	1.6073	0.51209	4.8515296	34.326145	212.42197	0.0030612897	0.00035801026
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	592.5	25.2	23.333	0.15873	0.37296	0.0025372	1.8532	0.61907	4.808619	34.32823	211.61472	0.0	0.0003408416
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	612.5	34.2	21.871	0.08772	0.34959	0.0014021	1.5645	0.5294	4.7006025	34.33103	209.80284	0.00235001	0.00032924884
ensuse001b-039-01-ASC_000101LP_DEPTH_LPM.txt	-36.126	8.405	2021-09-26T22:26:31	622.5	1.8	18.889	0.55556	0.30192	0.00888	1.4826	0.90585	4.6485143	34.334682	209.29153	-0.00365	7.958413e-05
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	332.3	12.0	20.75	0.083333	0.33167	0.001332	1.3455	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	440.9	12.0	20.083	0.083333	0.32101	0.001332	1.5456	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	337.6	12.0	22.166	0.083333	0.3543	0.001332	1.5901	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	224.3	12.0	22.084	0.16667	0.35298	0.002664	1.6346	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	277.6	12.0	25.75	0.083333	0.41158	0.001332	1.8458	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	360.9	12.0	21.084	0.083333	0.337	0.001332	1.4344	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	320.1	12.0	25.333	0.0	0.40492	0.0	1.6012	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	190.2	12.0	35.084	0.16667	0.56077	0.002664	2.5575	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	291.3	12.0	25.333	0.0	0.40492	0.0	1.579	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	343.7	12.0	22.583	0.0	0.36097	0.0	1.5679	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	350.5	12.0	22.333	0.0	0.35697	0.0	1.6346	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	353.3	12.0	23.416	0.16667	0.37429	0.002664	1.7346	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	360.4	12.0	21.083	0.0	0.33699	0.0	1.4455	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	362.5	12.0	23.25	0.41667	0.37163	0.0066599	1.7124	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	362.9	12.0	20.25	0.25	0.32367	0.003996	1.4011	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	362.5	12.0	26.084	0.0	0.41692	0.0	1.9237	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	365.0	12.0	23.584	0.0	0.37696	0.0	1.7569	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	364.5	12.0	22.667	0.0	0.36231	0.0	1.5345	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	361.3	12.0	22.583	0.0	0.36096	0.0	1.5011	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	361.4	12.0	22.25	0.0	0.35564	0.0	1.579	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	363.2	12.0	20.5	0.0	0.32768	0.0	1.3121	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	361.8	12.0	20.917	0.25	0.33433	0.003996	1.5567	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	371.7	12.0	23.25	0.0	0.37162	0.0	1.768	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	369.1	12.0	23.833	0.33333	0.38095	0.005328	1.857	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	361.7	12.0	22.25	0.0	0.35565	0.0	1.4789	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	368.9	12.0	21.834	0.0	0.34899	0.0	1.4233	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	360.7	12.0	24.583	0.0	0.39293	0.0	1.5234	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	365.5	12.0	23.917	0.41666	0.38228	0.0066599	1.6679	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	364.1	12.0	23.917	0.0	0.38228	0.0	1.8792	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	358.4	12.0	22.083	0.25	0.35297	0.003996	1.6457	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	362.3	12.0	22.25	0.0	0.35565	0.0	1.4789	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	369.1	12.0	22.167	0.083333	0.35432	0.001332	1.6346	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	363.7	12.0	21.75	0.0	0.34764	0.0	1.579	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	360.3	12.0	22.833	0.33334	0.36497	0.0053281	1.7013	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	364.6	12.0	25.0	0.0	0.39959	0.0	1.8458	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	365.0	12.0	24.25	0.0	0.38762	0.0	1.7346	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	370.5	12.0	25.417	0.083333	0.40626	0.001332	1.8236	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	370.6	12.0	20.417	0.16667	0.32634	0.002664	1.5678	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	364.5	12.0	20.667	0.33334	0.33033	0.005328	1.679	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	364.0	12.0	25.167	0.0	0.40227	0.0	1.6679	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	358.7	12.0	20.917	0.0	0.33433	0.0	1.5678	0.0					
ensuse001b-039-01-PAR_000101LP_TIME_LPM.txt	-36.126	8.405	2021-09-25T10:07:54	357.1	12.0	21.667	0.083333	0.34632	0.001332	1.5123	0.0					
